UF,UFN,Codmun7,Município,GINI,PMPOB,IDHM
52,Goiás,5205307,CAVALCANTE,0.62,42.96,0.584
15,Pará,1503044,FLORESTA DO ARAGUAIA,0.62,46.37,0.583
15,Pará,1507466,SÃO JOÃO DA PONTA,0.51,50.08,0.583
17,Tocantins,1707207,DOIS IRMÃOS DO TOCANTINS,0.56,43.13,0.583
17,Tocantins,1718303,PRAIA NORTE,0.53,47.44,0.583
21,Maranhão,2102358,BURITIRANA,0.5,45.3,0.583
22,Piauí,2200905,AROAZES,0.52,43.99,0.583
22,Piauí,2202059,CABECEIRAS DO PIAUÍ,0.53,46.24,0.583
22,Piauí,2202251,CANAVIEIRA,0.51,46.03,0.583
22,Piauí,2202406,CAPITÃO DE CAMPOS,0.51,41.95,0.583
22,Piauí,2205102,ITAUEIRA,0.55,36.31,0.583
22,Piauí,2205581,LAGOA DO PIAUÍ,0.47,36.76,0.583
23,Ceará,2310407,PARAMOTI,0.52,49.98,0.583
24,Rio Grande do Norte,2409704,PEDRO AVELINO,0.52,35.73,0.583
24,Rio Grande do Norte,2413102,SENADOR ELÓI DE SOUZA,0.5,48.58,0.583
25,Paraíba,2508554,LOGRADOURO,0.42,38.52,0.583
25,Paraíba,2508604,LUCENA,0.55,42.91,0.583
26,Pernambuco,2603900,CARNAÍBA,0.53,45.99,0.583
27,Alagoas,2703403,JACARÉ DOS HOMENS,0.49,46.94,0.583
28,Sergipe,2803708,MACAMBIRA,0.43,33.44,0.583
28,Sergipe,2805208,PINHÃO,0.42,23.92,0.583
29,Bahia,2900603,AIQUARA,0.44,27.11,0.583
29,Bahia,2914901,ITACARÉ,0.55,36.47,0.583
29,Bahia,2923902,PAU BRASIL,0.56,41.5,0.583
29,Bahia,2927507,SANTA BÁRBARA,0.52,43.86,0.583
31,Minas Gerais,3116803,Coluna,0.5,34.48,0.583
31,Minas Gerais,3120300,Cristália,0.51,46.63,0.583
31,Minas Gerais,3125606,Felisburgo,0.51,35.86,0.583
31,Minas Gerais,3163003,São José da Safira,0.47,24.85,0.583
13,Amazonas,1302702,MANICORÉ,0.6,47.59,0.582
14,Roraima,1400282,IRACEMA,0.62,47.85,0.582
15,Pará,1502905,CURUÇÁ,0.56,50.49,0.582
15,Pará,1504455,MEDICILÂNDIA,0.61,39.49,0.582
21,Maranhão,2106102,LORETO,0.54,49.97,0.582
21,Maranhão,2106326,MARACAÇUMÉ,0.47,41.05,0.582
21,Maranhão,2110708,SÃO DOMINGOS DO MARANHÃO,0.6,49.91,0.582
22,Piauí,2204907,ISAÍAS COELHO,0.79,54.14,0.582
22,Piauí,2205524,JÚLIO BORGES,0.53,54.96,0.582
22,Piauí,2209906,SÃO JOÃO DA SERRA,0.57,48.48,0.582
23,Ceará,2308500,MOMBAÇA,0.54,45.53,0.582
24,Rio Grande do Norte,2401602,BENTO FERNANDES,0.47,41.72,0.582
24,Rio Grande do Norte,2406601,LAGOA SALGADA,0.54,43.02,0.582
24,Rio Grande do Norte,2413300,SERRA DE SÃO BENTO,0.53,43.8,0.582
25,Paraíba,2500304,ALAGOA GRANDE,0.53,39.36,0.582
25,Paraíba,2500601,ALHANDRA,0.45,39.52,0.582
26,Pernambuco,2616209,VERTENTES,0.46,27.5,0.582
29,Bahia,2900306,ACAJUTIBA,0.57,48.78,0.582
29,Bahia,2907400,CATOLÂNDIA,0.51,42.42,0.582
29,Bahia,2908705,CONDEÚBA,0.49,40.3,0.582
29,Bahia,2916856,ITATIM,0.46,40.67,0.582
29,Bahia,2932101,UBAÍRA,0.59,43.77,0.582
31,Minas Gerais,3104452,Aricanduva,0.5,41.35,0.582
31,Minas Gerais,3156502,Rubelita,0.5,41.65,0.582
15,Pará,1504976,NOVA IPIXUNA,0.59,44.7,0.581
15,Pará,1505601,PEIXE-BOI,0.55,47.64,0.581
17,Tocantins,1706506,DARCINÓPOLIS,0.51,30.07,0.581
21,Maranhão,2100709,ANAJATUBA,0.6,55.32,0.581
21,Maranhão,2100808,ANAPURUS,0.54,54.45,0.581
21,Maranhão,2105807,LAGO DO JUNCO,0.6,55.4,0.581
21,Maranhão,2106003,LIMA CAMPOS,0.56,40.87,0.581
21,Maranhão,2107357,NOVA OLINDA DO MARANHÃO,0.47,43.72,0.581
21,Maranhão,2112852,VILA NOVA DOS MARTÍRIOS,0.45,36.31,0.581
22,Piauí,2210656,SIGEFREDO PACHECO,0.51,47.52,0.581
23,Ceará,2308807,MORAÚJO,0.51,58.9,0.581
23,Ceará,2311009,PORANGA,0.54,53,0.581
25,Paraíba,2501401,BAÍA DA TRAIÇÃO,0.58,51.72,0.581
25,Paraíba,2504702,CONGO,0.49,39.52,0.581
25,Paraíba,2514651,SÃO JOSÉ DO BREJO DO CRUZ,0.46,45.47,0.581
25,Paraíba,2515203,SÃO SEBASTIÃO DO UMBUZEIRO,0.46,39.48,0.581
25,Paraíba,2516755,TENÓRIO,0.43,28.42,0.581
29,Bahia,2902005,ARACATU,0.45,28.51,0.581
29,Bahia,2904852,CABACEIRAS DO PARAGUAÇU,0.54,51.63,0.581
29,Bahia,2905602,CAMACAN,0.6,38.74,0.581
29,Bahia,2909901,CURAÇÁ,0.51,43.82,0.581
29,Bahia,2920908,MASCOTE,0.58,46.08,0.581
31,Minas Gerais,3140555,Mata Verde,0.47,34.59,0.581
31,Minas Gerais,3164506,São Sebastião do Maranhão,0.54,42.71,0.581
17,Tocantins,1712801,MAURILÂNDIA DO TOCANTINS,0.52,43.96,0.58
21,Maranhão,2104206,FORTUNA,0.56,46.79,0.58
21,Maranhão,2107704,PARAIBANO,0.54,41.77,0.58
22,Piauí,2203503,ELESBÃO VELOSO,0.48,33.64,0.58
23,Ceará,2313203,TAMBORIL,0.52,49.31,0.58
25,Paraíba,2505402,DESTERRO,0.54,45.85,0.58
25,Paraíba,2513901,SÃO BENTO,0.47,28.67,0.58
25,Paraíba,2513984,SÃO FRANCISCO,0.45,34.4,0.58
26,Pernambuco,2600906,AMARAJI,0.5,37,0.58
26,Pernambuco,2606705,IBIRAJUBA,0.47,41.7,0.58
26,Pernambuco,2611408,PRIMAVERA,0.44,32.41,0.58
27,Alagoas,2704203,LIMOEIRO DE ANADIA,0.64,47.66,0.58
28,Sergipe,2802809,INDIAROBA,0.53,50.58,0.58
29,Bahia,2917607,JAGUAQUARA,0.5,32.3,0.58
29,Bahia,2925253,PONTO NOVO,0.49,42.69,0.58
31,Minas Gerais,3125952,Fervedouro,0.48,31.07,0.58
17,Tocantins,1711951,LAGOA DO TOCANTINS,0.6,52.69,0.579
21,Maranhão,2111904,SUCUPIRA DO NORTE,0.59,56.71,0.579
22,Piauí,2210979,TANQUE DO PIAUÍ,0.48,39.55,0.579
23,Ceará,2305654,IPAPORANGA,0.55,55.78,0.579
24,Rio Grande do Norte,2402204,CANGUARETAMA,0.49,39.54,0.579
25,Paraíba,2507606,JUAREZ TÁVORA,0.48,42.08,0.579
25,Paraíba,2511509,PILAR,0.49,41.05,0.579
26,Pernambuco,2603108,CACHOEIRINHA,0.48,33.67,0.579
28,Sergipe,2800506,AREIA BRANCA,0.48,33.59,0.579
28,Sergipe,2807600,UMBAÚBA,0.46,35.98,0.579
29,Bahia,2902658,BANZAÊ,0.46,39.9,0.579
29,Bahia,2909000,CORDEIROS,0.45,33.98,0.579
29,Bahia,2926004,REMANSO,0.54,42.6,0.579
29,Bahia,2928901,SÃO DESIDÉRIO,0.57,40.12,0.579
29,Bahia,2931905,TUCANO,0.65,47.22,0.579
31,Minas Gerais,3116308,Cipotânea,0.5,33.54,0.579
15,Pará,1501204,BAIÃO,0.53,47.95,0.578
15,Pará,1502855,CURUÁ,0.6,61.12,0.578
21,Maranhão,2101301,BACURI,0.58,50.78,0.578
22,Piauí,2200459,ALVORADA DO GURGUÉIA,0.6,56.77,0.578
22,Piauí,2206605,MONTE ALEGRE DO PIAUÍ,0.57,53.45,0.578
23,Ceará,2303204,CARIRIAÇU,0.51,45.21,0.578
24,Rio Grande do Norte,2400901,ANTÔNIO MARTINS,0.51,42.55,0.578
24,Rio Grande do Norte,2402907,CORONEL JOÃO PESSOA,0.5,43.15,0.578
25,Paraíba,2500536,ALCANTIL,0.48,41.92,0.578
25,Paraíba,2500775,APARECIDA,0.51,38.01,0.578
25,Paraíba,2502003,BELÉM DO BREJO DO CRUZ,0.46,38.54,0.578
25,Paraíba,2514602,SÃO JOSÉ DO BONFIM,0.48,40.09,0.578
25,Paraíba,2516508,TAPEROÁ,0.48,37.33,0.578
26,Pernambuco,2601508,BELÉM DE MARIA,0.47,47.98,0.578
26,Pernambuco,2609105,MACHADOS,0.48,42.83,0.578
28,Sergipe,2800209,AQUIDABÃ,0.54,41.87,0.578
29,Bahia,2910909,FIRMINO ALVES,0.43,24.91,0.578
29,Bahia,2915700,ITAMARI,0.51,32.85,0.578
29,Bahia,2915809,ITAMBÉ,0.4,23.04,0.578
29,Bahia,2920304,MALHADA DE PEDRAS,0.48,39.63,0.578
29,Bahia,2924801,PIRITIBA,0.52,42.43,0.578
29,Bahia,2925931,QUIXABEIRA,0.49,44.39,0.578
29,Bahia,2926202,RIACHÃO DAS NEVES,0.53,47.3,0.578
29,Bahia,2931707,TERRA NOVA,0.45,27.59,0.578
31,Minas Gerais,3102704,Cachoeira de Pajeú,0.52,40.59,0.578
13,Amazonas,1300300,AUTAZES,0.59,51.58,0.577
13,Amazonas,1303957,SÃO SEBASTIÃO DO UATUMÃ,0.58,46.65,0.577
15,Pará,1502103,CAMETÁ,0.58,50.71,0.577
15,Pará,1506104,PRIMAVERA,0.65,48.38,0.577
22,Piauí,2201176,BARRA D'ALCÂNTARA,0.51,47.56,0.577
22,Piauí,2201960,BRASILEIRA,0.48,33.7,0.577
22,Piauí,2204105,FRANCISCO AYRES,0.52,39.79,0.577
22,Piauí,2209153,SANTA CRUZ DOS MILAGRES,0.44,44.34,0.577
22,Piauí,2211100,UNIÃO,0.52,43.67,0.577
23,Ceará,2305266,IBARETAMA,0.55,54.03,0.577
25,Paraíba,2514404,SÃO JOSÉ DE ESPINHARAS,0.45,42.46,0.577
26,Pernambuco,2601300,BARRA DE GUABIRABA,0.51,41.45,0.577
26,Pernambuco,2611533,QUIXABA,0.49,44.68,0.577
27,Alagoas,2704906,MAR VERMELHO,0.47,44.07,0.577
28,Sergipe,2802601,GRACHO CARDOSO,0.56,45.18,0.577
28,Sergipe,2804458,NOSSA SENHORA APARECIDA,0.56,45.52,0.577
29,Bahia,2903102,BARRA DO ROCHA,0.52,34.9,0.577
29,Bahia,2908804,CONTENDAS DO SINCORÁ,0.51,35.43,0.577
29,Bahia,2923803,PARIPIRANGA,0.59,46.78,0.577
29,Bahia,2924603,PINDOBAÇU,0.5,46.36,0.577
29,Bahia,2931004,TANHAÇU,0.5,41.94,0.577
29,Bahia,2933257,VEREDA,0.47,34.32,0.577
31,Minas Gerais,3157377,Santa Cruz de Salinas,0.49,42.8,0.577
12,Acre,1200807,PORTO ACRE,0.6,41.47,0.576
16,Amapá,1600253,ITAUBAL,0.61,63.69,0.576
17,Tocantins,1709005,GOIATINS,0.61,53.72,0.576
21,Maranhão,2103604,COROATÁ,0.58,49.57,0.576
21,Maranhão,2108801,PIRAPEMAS,0.6,59.87,0.576
21,Maranhão,2108900,POÇÃO DE PEDRAS,0.54,46.16,0.576
21,Maranhão,2109502,RIACHÃO,0.6,46.22,0.576
22,Piauí,2201556,BELA VISTA DO PIAUÍ,0.59,53.46,0.576
22,Piauí,2202307,CANTO DO BURITI,0.52,39.77,0.576
22,Piauí,2206704,NAZARÉ DO PIAUÍ,0.56,50.25,0.576
22,Piauí,2207108,OLHO D'ÁGUA DO PIAUÍ,0.56,50.85,0.576
23,Ceará,2313252,TARRAFAS,0.54,49.69,0.576
24,Rio Grande do Norte,2415008,VILA FLOR,0.46,30.15,0.576
25,Paraíba,2500403,ALAGOA NOVA,0.54,43.82,0.576
26,Pernambuco,2605301,EXU,0.57,52.25,0.576
26,Pernambuco,2605806,FREI MIGUELINHO,0.46,33.96,0.576
26,Pernambuco,2608107,JOÃO ALFREDO,0.49,37.34,0.576
29,Bahia,2907103,CARINHANHA,0.51,47.47,0.576
29,Bahia,2911501,GONGOGI,0.47,40.1,0.576
29,Bahia,2912905,IBIRATAIA,0.49,36.2,0.576
29,Bahia,2914208,IRAJUBA,0.52,44.78,0.576
29,Bahia,2920007,MAIQUINIQUE,0.46,27.36,0.576
29,Bahia,2926806,RIO DO ANTÔNIO,0.49,39.43,0.576
31,Minas Gerais,3100609,Água Boa,0.5,31.79,0.576
12,Acre,1200179,CAPIXABA,0.56,35,0.575
15,Pará,1504604,MOCAJUBA,0.58,56.69,0.575
21,Maranhão,2107001,MONTES ALTOS,0.56,47.9,0.575
21,Maranhão,2107456,OLINDA NOVA DO MARANHÃO,0.6,60.42,0.575
22,Piauí,2201770,BOA HORA,0.51,48.93,0.575
22,Piauí,2207306,PAES LANDIM,0.49,43.77,0.575
22,Piauí,2207603,PARNAGUÁ,0.56,53.38,0.575
22,Piauí,2210706,SIMÕES,0.51,43.47,0.575
23,Ceará,2311900,SABOEIRO,0.54,50.76,0.575
26,Pernambuco,2607653,ITAMBÉ,0.5,38.89,0.575
26,Pernambuco,2607950,JAQUEIRA,0.59,48.84,0.575
26,Pernambuco,2608305,JUPI,0.5,41.93,0.575
27,Alagoas,2701902,CHÃ PRETA,0.5,49.05,0.575
27,Alagoas,2704005,JUNQUEIRO,0.57,40.18,0.575
29,Bahia,2900207,ABARÉ,0.55,47.77,0.575
29,Bahia,2902302,ARATUÍPE,0.52,39.85,0.575
29,Bahia,2902807,BARRA DA ESTIVA,0.53,41.63,0.575
29,Bahia,2903508,BELO CAMPO,0.49,39.69,0.575
29,Bahia,2904209,BOTUPORÃ,0.52,44.86,0.575
29,Bahia,2918308,JITAÚNA,0.51,42.15,0.575
29,Bahia,2924702,PIRIPÁ,0.49,41.13,0.575
29,Bahia,2933109,VÁRZEA DO POÇO,0.5,40.24,0.575
13,Amazonas,1300508,BARREIRINHA,0.6,68.75,0.574
13,Amazonas,1300607,BENJAMIN CONSTANT,0.56,52.87,0.574
15,Pará,1505551,PAU D'ARCO,0.51,38.62,0.574
17,Tocantins,1720150,SÃO FÉLIX DO TOCANTINS,0.64,56.99,0.574
21,Maranhão,2102903,CARUTAPERA,0.54,52,0.574
22,Piauí,2202026,BURITI DOS MONTES,0.57,54.09,0.574
22,Piauí,2209351,SANTANA DO PIAUÍ,0.47,42.54,0.574
24,Rio Grande do Norte,2401453,BARAÚNA,0.42,27.97,0.574
24,Rio Grande do Norte,2401859,CAIÇARA DO NORTE,0.53,43.31,0.574
24,Rio Grande do Norte,2405306,JANUÁRIO CICCO,0.53,55.65,0.574
25,Paraíba,2502409,BONITO DE SANTA FÉ,0.52,40.59,0.574
25,Paraíba,2504207,CATINGUEIRA,0.52,44.24,0.574
25,Paraíba,2509404,MOGEIRO,0.5,44.98,0.574
25,Paraíba,2511103,PEDRA LAVRADA,0.49,38.47,0.574
25,Paraíba,2512747,RIACHÃO,0.49,47.37,0.574
26,Pernambuco,2602506,BREJINHO,0.49,37.49,0.574
27,Alagoas,2704500,MARAGOGI,0.54,44.64,0.574
27,Alagoas,2707008,PINDOBA,0.58,44.63,0.574
29,Bahia,2911907,IAÇU,0.61,43.94,0.574
29,Bahia,2913457,IGRAPIÚNA,0.54,44.16,0.574
29,Bahia,2927903,SANTA INÊS,0.48,36.1,0.574
31,Minas Gerais,3160306,Santo Antônio do Jacinto,0.53,35.46,0.574
17,Tocantins,1720309,SÃO SEBASTIÃO DO TOCANTINS,0.55,53.58,0.573
21,Maranhão,2100204,ALCÂNTARA,0.59,54.48,0.573
22,Piauí,2203008,CRISTALÂNDIA DO PIAUÍ,0.61,58.48,0.573
22,Piauí,2205904,MANOEL EMÍDIO,0.55,50.16,0.573
22,Piauí,2210102,SÃO JOSÉ DO PEIXE,0.57,50.47,0.573
23,Ceará,2305902,IPUEIRAS,0.56,51.9,0.573
25,Paraíba,2510204,NOVA OLINDA,0.52,41.01,0.573
25,Paraíba,2515971,SOBRADO,0.49,44.39,0.573
25,Paraíba,2516151,SOSSÊGO,0.5,46.95,0.573
26,Pernambuco,2603926,CARNAUBEIRA DA PENHA,0.56,62.04,0.573
26,Pernambuco,2614808,TACARATU,0.49,45.82,0.573
27,Alagoas,2701704,CAPELA,0.49,43.45,0.573
27,Alagoas,2708303,SÃO JOSÉ DA LAJE,0.48,36.67,0.573
29,Bahia,2905503,CALDEIRÃO GRANDE,0.55,52.34,0.573
31,Minas Gerais,3148756,Pedra Bonita,0.5,40.94,0.573
41,Paraná,4105201,CERRO AZUL,0.48,29.26,0.573
15,Pará,1503408,INHANGAPI,0.52,43.21,0.572
17,Tocantins,1718550,RIACHINHO,0.53,50.83,0.572
21,Maranhão,2104602,GOVERNADOR EUGÊNIO BARROS,0.58,48.32,0.572
21,Maranhão,2110609,SÃO BERNARDO,0.59,55.34,0.572
21,Maranhão,2112308,TUNTUM,0.57,51.89,0.572
22,Piauí,2209005,RIO GRANDE DO PIAUÍ,0.54,45.13,0.572
24,Rio Grande do Norte,2413706,SÍTIO NOVO,0.46,44.04,0.572
24,Rio Grande do Norte,2414407,TOUROS,0.52,43.37,0.572
25,Paraíba,2500106,ÁGUA BRANCA,0.54,46.27,0.572
25,Paraíba,2501708,BARRA DE SÃO MIGUEL,0.45,31.77,0.572
25,Paraíba,2509396,MATURÉIA,0.51,45.01,0.572
25,Paraíba,2510402,OLHO D'ÁGUA,0.55,48.89,0.572
25,Paraíba,2513356,SANTA INÊS,0.55,48.87,0.572
26,Pernambuco,2601003,ANGELIM,0.58,48.55,0.572
26,Pernambuco,2604908,CUMARU,0.5,40.11,0.572
26,Pernambuco,2609907,OURICURI,0.6,43.46,0.572
27,Alagoas,2706802,PIAÇABUÇU,0.52,49.21,0.572
27,Alagoas,2708204,SÃO BRÁS,0.61,58.31,0.572
29,Bahia,2915007,ITAETÉ,0.54,50.94,0.572
29,Bahia,2916302,ITAPEBI,0.48,36.38,0.572
29,Bahia,2920106,MAIRI,0.5,39.5,0.572
29,Bahia,2921054,MATINA,0.46,39.62,0.572
29,Bahia,2924900,PLANALTINO,0.56,42.02,0.572
29,Bahia,2927002,RIO REAL,0.53,41.6,0.572
31,Minas Gerais,3102407,Alvorada de Minas,0.58,48.29,0.572
17,Tocantins,1715705,PALMEIRANTE,0.57,44.49,0.571
21,Maranhão,2109809,SANTA HELENA,0.5,46.24,0.571
22,Piauí,2207900,PEDRO II,0.58,46.62,0.571
22,Piauí,2211407,VÁRZEA GRANDE,0.51,42.66,0.571
23,Ceará,2302057,BARROQUINHA,0.55,55.93,0.571
23,Ceará,2314102,VIÇOSA DO CEARÁ,0.6,57.51,0.571
25,Paraíba,2517209,VIEIRÓPOLIS,0.45,39.28,0.571
26,Pernambuco,2603405,CALUMBI,0.54,40.42,0.571
29,Bahia,2907558,CATURAMA,0.49,42.42,0.571
29,Bahia,2914307,IRAMAIA,0.5,44.26,0.571
29,Bahia,2916609,ITAPITANGA,0.43,36.57,0.571
29,Bahia,2918506,JUSSARA,0.52,45.97,0.571
29,Bahia,2924306,PIATÃ,0.54,46.46,0.571
31,Minas Gerais,3145307,Novo Cruzeiro,0.53,42.32,0.571
13,Amazonas,1303205,NOVO AIRÃO,0.59,47.65,0.57
15,Pará,1504307,MARACANÃ,0.59,54.06,0.57
17,Tocantins,1707405,ESPERANTINA,0.55,58.86,0.57
17,Tocantins,1712405,LIZARDA,0.74,59.39,0.57
21,Maranhão,2101707,BARREIRINHAS,0.61,55.65,0.57
21,Maranhão,2104701,GRAÇA ARANHA,0.53,46.2,0.57
21,Maranhão,2106409,MATA ROMA,0.57,58.31,0.57
21,Maranhão,2113009,VITORINO FREIRE,0.57,44.92,0.57
22,Piauí,2205516,JUAZEIRO DO PIAUÍ,0.51,47.16,0.57
22,Piauí,2209708,SÃO FRANCISCO DO PIAUÍ,0.54,43.98,0.57
23,Ceará,2304657,GRAÇA,0.55,55.15,0.57
23,Ceará,2310308,PARAMBU,0.53,51.58,0.57
24,Rio Grande do Norte,2413201,SENADOR GEORGINO AVELINO,0.43,39.67,0.57
25,Paraíba,2505204,CUITEGI,0.49,39.28,0.57
25,Paraíba,2508000,JURU,0.51,41.84,0.57
25,Paraíba,2508208,LAGOA DE DENTRO,0.52,46.93,0.57
25,Paraíba,2511905,PITIMBU,0.51,47.7,0.57
25,Paraíba,2515807,SERRA REDONDA,0.48,38.17,0.57
26,Pernambuco,2611705,RIACHO DAS ALMAS,0.51,34.47,0.57
26,Pernambuco,2613206,SÃO JOÃO,0.56,45.26,0.57
27,Alagoas,2701407,CAMPO ALEGRE,0.47,43.67,0.57
27,Alagoas,2703601,JAPARATINGA,0.52,41.76,0.57
29,Bahia,2902054,ARAÇAS,0.53,45.82,0.57
29,Bahia,2904506,BROTAS DE MACAÚBAS,0.56,45.57,0.57
29,Bahia,2907202,CASA NOVA,0.54,37.38,0.57
29,Bahia,2917201,ITUAÇU,0.52,42.66,0.57
29,Bahia,2922755,NOVA IBIÁ,0.56,31.18,0.57
31,Minas Gerais,3160454,Santo Antônio do Retiro,0.58,57.66,0.57
13,Amazonas,1300839,CAAPIRANGA,0.58,50.44,0.569
17,Tocantins,1704105,CENTENÁRIO,0.63,48.34,0.569
21,Maranhão,2104677,GOVERNADOR NUNES FREIRE,0.56,51.8,0.569
21,Maranhão,2105153,IGARAPÉ DO MEIO,0.5,45.84,0.569
23,Ceará,2300408,AIUABA,0.53,52.55,0.569
24,Rio Grande do Norte,2405108,JANDAÍRA,0.53,41.64,0.569
24,Rio Grande do Norte,2405405,JAPI,0.51,48.65,0.569
24,Rio Grande do Norte,2408953,RIO DO FOGO,0.52,46.86,0.569
24,Rio Grande do Norte,2413904,TAIPU,0.45,41.08,0.569
25,Paraíba,2515302,SAPÉ,0.5,36.79,0.569
26,Pernambuco,2610202,PANELAS,0.56,49.52,0.569
27,Alagoas,2704609,MARAVILHA,0.58,50.79,0.569
28,Sergipe,2801108,CANHOBA,0.52,47.32,0.569
29,Bahia,2911659,GUAJERU,0.46,36.12,0.569
31,Minas Gerais,3162401,São João da Ponte,0.48,37.87,0.569
13,Amazonas,1301159,CAREIRO DA VÁRZEA,0.57,54.97,0.568
15,Pará,1501782,BREU BRANCO,0.53,43.11,0.568
15,Pará,1505403,OURÉM,0.62,48.02,0.568
21,Maranhão,2100832,APICUM-AÇU,0.52,51.98,0.568
21,Maranhão,2104404,GONÇALVES DIAS,0.59,53.83,0.568
21,Maranhão,2111953,SUCUPIRA DO RIACHÃO,0.51,44.48,0.568
23,Ceará,2304608,GENERAL SAMPAIO,0.51,43.35,0.568
24,Rio Grande do Norte,2409803,PEDRO VELHO,0.51,40.74,0.568
25,Paraíba,2501500,BANANEIRAS,0.59,48.12,0.568
25,Paraíba,2503803,CALDAS BRANDÃO,0.47,33.13,0.568
25,Paraíba,2512804,RIACHO DOS CAVALOS,0.44,37.61,0.568
25,Paraíba,2513109,SALGADO DE SÃO FÉLIX,0.5,45.74,0.568
26,Pernambuco,2604809,CORTÊS,0.47,42.14,0.568
27,Alagoas,2700201,ANADIA,0.53,47.59,0.568
27,Alagoas,2703205,IGREJA NOVA,0.65,51.79,0.568
27,Alagoas,2705200,MESSIAS,0.49,40.96,0.568
28,Sergipe,2805604,PORTO DA FOLHA,0.56,53.99,0.568
29,Bahia,2902401,AURELINO LEAL,0.45,36.6,0.568
31,Minas Gerais,3118106,Congonhas do Norte,0.48,37.79,0.568
12,Acre,1200427,RODRIGUES ALVES,0.63,60.87,0.567
21,Maranhão,2106300,MAGALHÃES DE ALMEIDA,0.59,57.66,0.567
22,Piauí,2209377,SANTA ROSA DO PIAUÍ,0.52,48.21,0.567
24,Rio Grande do Norte,2410405,PUREZA,0.53,54.16,0.567
25,Paraíba,2501005,ARARUNA,0.52,44.45,0.567
25,Paraíba,2501575,BARRA DE SANTANA,0.5,49.7,0.567
25,Paraíba,2503902,CAMALAÚ,0.46,39.77,0.567
25,Paraíba,2507705,JUAZEIRINHO,0.51,40.72,0.567
25,Paraíba,2509206,MASSARANDUBA,0.46,36.48,0.567
26,Pernambuco,2604155,CASINHAS,0.45,44.08,0.567
26,Pernambuco,2610806,PEDRA,0.53,46.49,0.567
28,Sergipe,2801207,CANINDÉ DE SÃO FRANCISCO,0.55,46.27,0.567
28,Sergipe,2807006,SÃO MIGUEL DO ALEIXO,0.49,36.47,0.567
29,Bahia,2903706,BOA NOVA,0.51,47.41,0.567
29,Bahia,2910701,EUCLIDES DA CUNHA,0.55,43.14,0.567
29,Bahia,2918555,JUSSARI,0.51,37.14,0.567
29,Bahia,2922854,NOVA REDENÇÃO,0.5,46.88,0.567
31,Minas Gerais,3157658,Santa Helena de Minas,0.48,47.38,0.567
15,Pará,1502756,CONCÓRDIA DO PARÁ,0.5,38.98,0.566
21,Maranhão,2105922,LAGOA DO MATO,0.52,48.76,0.566
21,Maranhão,2107258,NOVA COLINAS,0.54,53.7,0.566
21,Maranhão,2110302,SANTO ANTÔNIO DOS LOPES,0.57,47.84,0.566
22,Piauí,2203107,CRISTINO CASTRO,0.59,40.6,0.566
22,Piauí,2205276,JATOBÁ DO PIAUÍ,0.46,42.41,0.566
22,Piauí,2208106,PIMENTEIRAS,0.57,48.21,0.566
23,Ceará,2313906,URUOCA,0.53,56.79,0.566
24,Rio Grande do Norte,2401503,BARCELONA,0.5,37.89,0.566
25,Paraíba,2505006,CUBATI,0.48,43.48,0.566
25,Paraíba,2505501,VISTA SERRANA,0.47,36.01,0.566
25,Paraíba,2508505,LIVRAMENTO,0.5,48.84,0.566
26,Pernambuco,2603306,CALÇADO,0.53,51.63,0.566
27,Alagoas,2704401,MAJOR ISIDORO,0.54,45.15,0.566
29,Bahia,2920403,MANOEL VITORINO,0.51,46.92,0.566
29,Bahia,2922052,MULUNGU DO MORRO,0.49,49.91,0.566
29,Bahia,2930402,SERRA PRETA,0.48,42.08,0.566
29,Bahia,2931202,TAPEROÁ,0.53,44.53,0.566
29,Bahia,2931509,TEOFILÂNDIA,0.55,41.56,0.566
31,Minas Gerais,3163508,São José do Jacuri,0.49,36.15,0.566
13,Amazonas,1300680,BOA VISTA DO RAMOS,0.59,61.77,0.565
21,Maranhão,2102705,CANTANHEDE,0.6,62.19,0.565
21,Maranhão,2104503,GOVERNADOR ARCHER,0.55,47.57,0.565
21,Maranhão,2109700,SAMBAÍBA,0.55,49.23,0.565
22,Piauí,2202000,BURITI DOS LOPES,0.54,48.71,0.565
22,Piauí,2202737,COIVARAS,0.48,41.27,0.565
22,Piauí,2208601,PRATA DO PIAUÍ,0.54,52.59,0.565
22,Piauí,2210052,SÃO JOSÉ DO DIVINO,0.49,44.84,0.565
22,Piauí,2211605,VILA NOVA DO PIAUÍ,0.6,47.16,0.565
24,Rio Grande do Norte,2405504,JARDIM DE ANGICOS,0.53,43.62,0.565
25,Paraíba,2509370,MATO GROSSO,0.45,35.09,0.565
25,Paraíba,2509800,MULUNGU,0.49,43.94,0.565
25,Paraíba,2514305,SÃO JOSÉ DE CAIANA,0.44,39,0.565
25,Paraíba,2514552,SÃO JOSÉ DE PRINCESA,0.45,37.83,0.565
26,Pernambuco,2602001,BODOCÓ,0.55,49.61,0.565
27,Alagoas,2702702,FELIZ DESERTO,0.49,41.07,0.565
27,Alagoas,2705705,OLHO D'ÁGUA DAS FLORES,0.55,42.29,0.565
29,Bahia,2904753,BURITIRAMA,0.57,56.15,0.565
29,Bahia,2905800,CAMAMU,0.54,46.39,0.565
29,Bahia,2906105,CANÁPOLIS,0.49,47.06,0.565
29,Bahia,2910859,FILADÉLFIA,0.57,45.48,0.565
29,Bahia,2913705,INHAMBUPE,0.53,44.31,0.565
